date,city,diff
2013-10-01,高雄市,181.0
2013-11-01,高雄市,136.0
2013-12-01,高雄市,314.0
2014-01-01,高雄市,-87.0
2014-02-01,高雄市,-137.0
2014-03-01,高雄市,-984.0
2014-04-01,高雄市,-537.0
2014-05-01,高雄市,-717.0
2014-06-01,高雄市,-119.0
2014-07-01,高雄市,-56.0
2014-08-01,高雄市,78.0
2014-09-01,高雄市,143.0
2014-10-01,高雄市,312.0
2014-11-01,高雄市,382.0
2014-12-01,高雄市,837.0
2015-01-01,高雄市,363.0
2015-02-01,高雄市,172.0
2015-03-01,高雄市,-391.0
2015-04-01,高雄市,-222.0
2015-05-01,高雄市,-121.0
2015-06-01,高雄市,42.0
2015-07-01,高雄市,-559.0
2015-08-01,高雄市,-328.0
2015-09-01,高雄市,-78.0
2015-10-01,高雄市,379.0
2015-11-01,高雄市,263.0
2015-12-01,高雄市,406.0
2016-01-01,高雄市,-189.0
2016-02-01,高雄市,-155.0
2016-03-01,高雄市,-334.0
2016-04-01,高雄市,-133.0
2016-05-01,高雄市,-323.0
2016-06-01,高雄市,308.0
2016-07-01,高雄市,193.0
2016-08-01,高雄市,33.0
2016-09-01,高雄市,14.0
2016-10-01,高雄市,43.0
2016-11-01,高雄市,395.0
2016-12-01,高雄市,601.0
2017-01-01,高雄市,-39.0
2017-02-01,高雄市,-280.0
2017-03-01,高雄市,-326.0
2017-04-01,高雄市,8.0
2017-05-01,高雄市,-319.0
2017-06-01,高雄市,-392.0
2017-07-01,高雄市,-150.0
2017-08-01,高雄市,-309.0
2017-09-01,高雄市,-543.0
2017-10-01,高雄市,-230.0
2017-11-01,高雄市,55.0
2017-12-01,高雄市,66.0
2018-01-01,高雄市,-126.0
2018-02-01,高雄市,-420.0
2018-03-01,高雄市,-431.0
2018-04-01,高雄市,-617.0
2018-05-01,高雄市,-995.0
2018-06-01,高雄市,-391.0
2018-07-01,高雄市,-426.0
2018-08-01,高雄市,-413.0
2018-09-01,高雄市,-273.0
2018-10-01,高雄市,-196.0
2018-11-01,高雄市,377.0
2018-12-01,高雄市,532.0
2019-01-01,高雄市,74.0
2019-02-01,高雄市,-11.0
2019-03-01,高雄市,-325.0
2019-04-01,高雄市,-42.0
2019-05-01,高雄市,-203.0
2019-06-01,高雄市,151.0
2019-07-01,高雄市,414.0
2019-08-01,高雄市,195.0
2007-04-01,雲林縣,-284.0
2007-05-01,雲林縣,-176.0
2007-06-01,雲林縣,-118.0
2007-07-01,雲林縣,-291.0
2007-08-01,雲林縣,-263.0
2007-09-01,雲林縣,-365.0
2007-10-01,雲林縣,-19.0
2007-11-01,雲林縣,-171.0
2007-12-01,雲林縣,-87.0
2008-01-01,雲林縣,-296.0
2008-02-01,雲林縣,51.0
2008-03-01,雲林縣,-49.0
2008-04-01,雲林縣,113.0
2008-05-01,雲林縣,-23.0
2008-06-01,雲林縣,-231.0
2008-07-01,雲林縣,-243.0
2008-08-01,雲林縣,-356.0
2008-09-01,雲林縣,-304.0
2008-10-01,雲林縣,-23.0
2008-11-01,雲林縣,-73.0
2008-12-01,雲林縣,-564.0
2009-01-01,雲林縣,26.0
2009-02-01,雲林縣,-251.0
2009-03-01,雲林縣,-175.0
2009-04-01,雲林縣,-303.0
2009-05-01,雲林縣,67.0
2009-06-01,雲林縣,27.0
2009-07-01,雲林縣,46.0
2009-08-01,雲林縣,-253.0
2009-09-01,雲林縣,-251.0
2009-10-01,雲林縣,224.0
2009-11-01,雲林縣,-54.0
2009-12-01,雲林縣,18.0
2010-01-01,雲林縣,-107.0
2010-02-01,雲林縣,-73.0
2010-03-01,雲林縣,-831.0
2010-04-01,雲林縣,-663.0
2010-05-01,雲林縣,-652.0
2010-06-01,雲林縣,-1798.0
2010-07-01,雲林縣,-440.0
2010-08-01,雲林縣,-35.0
2010-09-01,雲林縣,-142.0
2010-10-01,雲林縣,-139.0
2010-11-01,雲林縣,-152.0
2010-12-01,雲林縣,-110.0
2011-01-01,雲林縣,-522.0
2011-02-01,雲林縣,-304.0
2011-03-01,雲林縣,-370.0
2011-04-01,雲林縣,-356.0
2011-05-01,雲林縣,-331.0
2011-06-01,雲林縣,-482.0
2011-07-01,雲林縣,-412.0
2011-08-01,雲林縣,-337.0
2011-09-01,雲林縣,-294.0
2011-10-01,雲林縣,-167.0
2011-11-01,雲林縣,-322.0
2011-12-01,雲林縣,-200.0
2012-01-01,雲林縣,-261.0
2012-02-01,雲林縣,-306.0
2012-03-01,雲林縣,-242.0
2012-04-01,雲林縣,-218.0
2012-05-01,雲林縣,-427.0
2012-06-01,雲林縣,-215.0
2012-07-01,雲林縣,-349.0
2012-08-01,雲林縣,-144.0
2012-09-01,雲林縣,-353.0
2012-10-01,雲林縣,142.0
2012-11-01,雲林縣,-183.0
2012-12-01,雲林縣,-9.0
2013-01-01,雲林縣,-162.0
2013-02-01,雲林縣,-255.0
2013-03-01,雲林縣,-305.0
2013-04-01,雲林縣,-455.0
2013-05-01,雲林縣,-116.0
2013-06-01,雲林縣,-207.0
2013-07-01,雲林縣,-289.0
2013-08-01,雲林縣,-338.0
2013-09-01,雲林縣,-290.0
2013-10-01,雲林縣,-201.0
2013-11-01,雲林縣,-329.0
2013-12-01,雲林縣,-252.0
2014-01-01,雲林縣,-403.0
2014-02-01,雲林縣,-201.0
2014-03-01,雲林縣,-230.0
2014-04-01,雲林縣,193.0
2014-05-01,雲林縣,48.0
2014-06-01,雲林縣,83.0
2014-07-01,雲林縣,-83.0
2014-08-01,雲林縣,-258.0
2014-09-01,雲林縣,-253.0
2014-10-01,雲林縣,-54.0
2014-11-01,雲林縣,-460.0
2014-12-01,雲林縣,-818.0
2015-01-01,雲林縣,-572.0
2015-02-01,雲林縣,-543.0
2015-03-01,雲林縣,-834.0
2015-04-01,雲林縣,-526.0
2015-05-01,雲林縣,-577.0
2015-06-01,雲林縣,-406.0
2015-07-01,雲林縣,-618.0
2015-08-01,雲林縣,-434.0
2015-09-01,雲林縣,-409.0
2015-10-01,雲林縣,-310.0
2015-11-01,雲林縣,-334.0
2015-12-01,雲林縣,-160.0
2016-01-01,雲林縣,-397.0
2016-02-01,雲林縣,-483.0
2016-03-01,雲林縣,-566.0
2016-04-01,雲林縣,-435.0
2016-05-01,雲林縣,-434.0
2016-06-01,雲林縣,-213.0
2016-07-01,雲林縣,-414.0
2016-08-01,雲林縣,-376.0
2016-09-01,雲林縣,-390.0
2016-10-01,雲林縣,-297.0
2016-11-01,雲林縣,-433.0
2016-12-01,雲林縣,-322.0
2017-01-01,雲林縣,-354.0
2017-02-01,雲林縣,-532.0
2017-03-01,雲林縣,-462.0
2017-04-01,雲林縣,-316.0
2017-05-01,雲林縣,-391.0
2017-06-01,雲林縣,-248.0
2017-07-01,雲林縣,-496.0
2017-08-01,雲林縣,-401.0
2017-09-01,雲林縣,-325.0
2017-10-01,雲林縣,-327.0
2017-11-01,雲林縣,-359.0
2017-12-01,雲林縣,-289.0
2018-01-01,雲林縣,-512.0
2018-02-01,雲林縣,-398.0
2018-03-01,雲林縣,-365.0
2018-04-01,雲林縣,-95.0
2018-05-01,雲林縣,-222.0
2018-06-01,雲林縣,-64.0
2018-07-01,雲林縣,-158.0
2018-08-01,雲林縣,-478.0
2018-09-01,雲林縣,-435.0
2018-10-01,雲林縣,-451.0
2018-11-01,雲林縣,-521.0
2018-12-01,雲林縣,-652.0
2019-01-01,雲林縣,-668.0
2019-02-01,雲林縣,-595.0
2019-03-01,雲林縣,-518.0
2019-04-01,雲林縣,-343.0
2019-05-01,雲林縣,-309.0
2019-06-01,雲林縣,-271.0
2019-07-01,雲林縣,-406.0
2019-08-01,雲林縣,-335.0
2007-04-01,金門縣,534.0
2007-05-01,金門縣,300.0
2007-06-01,金門縣,316.0
2007-07-01,金門縣,422.0
2007-08-01,金門縣,420.0
2007-09-01,金門縣,326.0
2007-10-01,金門縣,445.0
2007-11-01,金門縣,465.0
2007-12-01,金門縣,446.0
2008-01-01,金門縣,356.0
2008-02-01,金門縣,160.0
2008-03-01,金門縣,260.0
2008-04-01,金門縣,445.0
2008-05-01,金門縣,310.0
2008-06-01,金門縣,147.0
2008-07-01,金門縣,104.0
2008-08-01,金門縣,168.0
2008-09-01,金門縣,122.0
2008-10-01,金門縣,116.0
2008-11-01,金門縣,373.0
2008-12-01,金門縣,462.0
2009-01-01,金門縣,271.0
2009-02-01,金門縣,714.0
2009-03-01,金門縣,709.0
2009-04-01,金門縣,1192.0
2009-05-01,金門縣,678.0
2009-06-01,金門縣,1337.0
2009-07-01,金門縣,1060.0
2009-08-01,金門縣,730.0
2009-09-01,金門縣,629.0
2009-10-01,金門縣,712.0
2009-11-01,金門縣,505.0
2009-12-01,金門縣,696.0
2010-01-01,金門縣,402.0
2010-02-01,金門縣,269.0
2010-03-01,金門縣,227.0
2010-04-01,金門縣,210.0
2010-05-01,金門縣,127.0
2010-06-01,金門縣,107.0
2010-07-01,金門縣,264.0
2010-08-01,金門縣,374.0
2010-09-01,金門縣,308.0
2010-10-01,金門縣,531.0
2010-11-01,金門縣,359.0
2010-12-01,金門縣,383.0
2011-01-01,金門縣,369.0
2011-02-01,金門縣,236.0
2011-03-01,金門縣,217.0
2011-04-01,金門縣,455.0
2011-05-01,金門縣,637.0
2011-06-01,金門縣,413.0
2011-07-01,金門縣,557.0
2011-08-01,金門縣,846.0
2011-09-01,金門縣,970.0
2011-10-01,金門縣,763.0
2011-11-01,金門縣,513.0
2011-12-01,金門縣,543.0
2012-01-01,金門縣,655.0
2012-02-01,金門縣,896.0
2012-03-01,金門縣,924.0
2012-04-01,金門縣,840.0
2012-05-01,金門縣,448.0
2012-06-01,金門縣,501.0
2012-07-01,金門縣,816.0
2012-08-01,金門縣,765.0
2012-09-01,金門縣,1123.0
2012-10-01,金門縣,924.0
2012-11-01,金門縣,669.0
2012-12-01,金門縣,667.0
2013-01-01,金門縣,644.0
2013-02-01,金門縣,436.0
2013-03-01,金門縣,676.0
2013-04-01,金門縣,734.0
2013-05-01,金門縣,567.0
2013-06-01,金門縣,402.0
2013-07-01,金門縣,659.0
2013-08-01,金門縣,616.0
2013-09-01,金門縣,1079.0
2013-10-01,金門縣,610.0
2013-11-01,金門縣,503.0
2013-12-01,金門縣,676.0
2014-01-01,金門縣,548.0
2014-02-01,金門縣,488.0
2014-03-01,金門縣,547.0
2014-04-01,金門縣,660.0
2014-05-01,金門縣,556.0
2014-06-01,金門縣,435.0
2014-07-01,金門縣,669.0
2014-08-01,金門縣,473.0
2014-09-01,金門縣,1067.0
2014-10-01,金門縣,406.0
2014-11-01,金門縣,402.0
2014-12-01,金門縣,759.0
2015-01-01,金門縣,464.0
2015-02-01,金門縣,290.0
2015-03-01,金門縣,447.0
2015-04-01,金門縣,499.0
2015-05-01,金門縣,216.0
2015-06-01,金門縣,192.0
2015-07-01,金門縣,630.0
2015-08-01,金門縣,638.0
2015-09-01,金門縣,806.0
2015-10-01,金門縣,364.0
2015-11-01,金門縣,263.0
2015-12-01,金門縣,267.0
2016-01-01,金門縣,196.0
2016-02-01,金門縣,-35.0
2016-03-01,金門縣,38.0
2016-04-01,金門縣,88.0
2016-05-01,金門縣,64.0
2016-06-01,金門縣,35.0
2016-07-01,金門縣,263.0
2016-08-01,金門縣,208.0
2016-09-01,金門縣,763.0
2016-10-01,金門縣,268.0
2016-11-01,金門縣,171.0
2016-12-01,金門縣,256.0
2017-01-01,金門縣,109.0
2017-02-01,金門縣,12.0
2017-03-01,金門縣,107.0
2017-04-01,金門縣,98.0
2017-05-01,金門縣,95.0
2017-06-01,金門縣,28.0
2017-07-01,金門縣,253.0
2017-08-01,金門縣,188.0
2017-09-01,金門縣,808.0
2017-10-01,金門縣,230.0
2017-11-01,金門縣,213.0
2017-12-01,金門縣,201.0
2018-01-01,金門縣,121.0
2018-02-01,金門縣,48.0
2018-03-01,金門縣,17.0
2018-04-01,金門縣,88.0
2018-05-01,金門縣,130.0
2018-06-01,金門縣,-23.0
2018-07-01,金門縣,115.0
2018-08-01,金門縣,74.0
2018-09-01,金門縣,698.0
2018-10-01,金門縣,121.0
2018-11-01,金門縣,118.0
2018-12-01,金門縣,310.0
2019-01-01,金門縣,211.0
2019-02-01,金門縣,-58.0
2019-03-01,金門縣,-39.0
2019-04-01,金門縣,77.0
2019-05-01,金門縣,-24.0
2019-06-01,金門縣,-159.0
2019-07-01,金門縣,84.0
2019-08-01,金門縣,-46.0
2007-04-01,連江縣,-10.0
2007-05-01,連江縣,-1.0
2007-06-01,連江縣,24.0
2007-07-01,連江縣,38.0
2007-08-01,連江縣,11.0
2007-09-01,連江縣,15.0
2007-10-01,連江縣,42.0
2007-11-01,連江縣,16.0
2007-12-01,連江縣,10.0
2008-01-01,連江縣,8.0
2008-02-01,連江縣,0.0
2008-03-01,連江縣,24.0
2008-04-01,連江縣,8.0
2008-05-01,連江縣,-28.0
2008-06-01,連江縣,-17.0
2008-07-01,連江縣,-57.0
2008-08-01,連江縣,-29.0
2008-09-01,連江縣,-23.0
2008-10-01,連江縣,-1.0
2008-11-01,連江縣,-24.0
2008-12-01,連江縣,-52.0
2009-01-01,連江縣,-5.0
2009-02-01,連江縣,18.0
2009-03-01,連江縣,-7.0
2009-04-01,連江縣,10.0
2009-05-01,連江縣,8.0
2009-06-01,連江縣,19.0
2009-07-01,連江縣,63.0
2009-08-01,連江縣,-1.0
2009-09-01,連江縣,22.0
2009-10-01,連江縣,8.0
2009-11-01,連江縣,9.0
2009-12-01,連江縣,20.0
2010-01-01,連江縣,83.0
2010-02-01,連江縣,42.0
2010-03-01,連江縣,-28.0
2010-04-01,連江縣,-6.0
2010-05-01,連江縣,-25.0
2010-06-01,連江縣,-56.0
2010-07-01,連江縣,-3.0
2010-08-01,連江縣,23.0
2010-09-01,連江縣,8.0
2010-10-01,連江縣,-26.0
2010-11-01,連江縣,13.0
2010-12-01,連江縣,0.0
2011-01-01,連江縣,15.0
2011-02-01,連江縣,-22.0
2011-03-01,連江縣,33.0
2011-04-01,連江縣,21.0
2011-05-01,連江縣,0.0
2011-06-01,連江縣,19.0
2011-07-01,連江縣,-19.0
2011-08-01,連江縣,19.0
2011-09-01,連江縣,48.0
2011-10-01,連江縣,26.0
2011-11-01,連江縣,20.0
2011-12-01,連江縣,2.0
2012-01-01,連江縣,27.0
2012-02-01,連江縣,2.0
2012-03-01,連江縣,-4.0
2012-04-01,連江縣,-6.0
2012-05-01,連江縣,47.0
2012-06-01,連江縣,81.0
2012-07-01,連江縣,371.0
2012-08-01,連江縣,170.0
2012-09-01,連江縣,143.0
2012-10-01,連江縣,121.0
2012-11-01,連江縣,138.0
2012-12-01,連江縣,114.0
2013-01-01,連江縣,107.0
2013-02-01,連江縣,95.0
2013-03-01,連江縣,83.0
2013-04-01,連江縣,42.0
2013-05-01,連江縣,65.0
2013-06-01,連江縣,69.0
2013-07-01,連江縣,98.0
2013-08-01,連江縣,86.0
2013-09-01,連江縣,86.0
2013-10-01,連江縣,38.0
2013-11-01,連江縣,32.0
2013-12-01,連江縣,54.0
2014-01-01,連江縣,30.0
2014-02-01,連江縣,33.0
2014-03-01,連江縣,83.0
2014-04-01,連江縣,31.0
2014-05-01,連江縣,23.0
2014-06-01,連江縣,61.0
2014-07-01,連江縣,35.0
2014-08-01,連江縣,-23.0
2014-09-01,連江縣,43.0
2014-10-01,連江縣,31.0
2014-11-01,連江縣,16.0
2014-12-01,連江縣,-22.0
2015-01-01,連江縣,32.0
2015-02-01,連江縣,-4.0
2015-03-01,連江縣,-30.0
2015-04-01,連江縣,-19.0
2015-05-01,連江縣,-9.0
2015-06-01,連江縣,20.0
2015-07-01,連江縣,10.0
2015-08-01,連江縣,18.0
2015-09-01,連江縣,21.0
2015-10-01,連江縣,2.0
2015-11-01,連江縣,-1.0
2015-12-01,連江縣,1.0
2016-01-01,連江縣,-14.0
2016-02-01,連江縣,-10.0
2016-03-01,連江縣,7.0
2016-04-01,連江縣,-8.0
2016-05-01,連江縣,-4.0
2016-06-01,連江縣,18.0
2016-07-01,連江縣,-5.0
2016-08-01,連江縣,19.0
2016-09-01,連江縣,36.0
2016-10-01,連江縣,12.0
2016-11-01,連江縣,10.0
2016-12-01,連江縣,-13.0
2017-01-01,連江縣,54.0
2017-02-01,連江縣,1.0
2017-03-01,連江縣,28.0
2017-04-01,連江縣,9.0
2017-05-01,連江縣,9.0
2017-06-01,連江縣,20.0
2017-07-01,連江縣,11.0
2017-08-01,連江縣,29.0
2017-09-01,連江縣,10.0
2017-10-01,連江縣,57.0
2017-11-01,連江縣,18.0
2017-12-01,連江縣,39.0
2018-01-01,連江縣,26.0
2018-02-01,連江縣,-4.0
2018-03-01,連江縣,21.0
2018-04-01,連江縣,35.0
2018-05-01,連江縣,45.0
2018-06-01,連江縣,41.0
2018-07-01,連江縣,32.0
2018-08-01,連江縣,-2.0
2018-09-01,連江縣,-16.0
2018-10-01,連江縣,4.0
2018-11-01,連江縣,-20.0
2018-12-01,連江縣,14.0
2019-01-01,連江縣,23.0
2019-02-01,連江縣,-6.0
2019-03-01,連江縣,-20.0
2019-04-01,連江縣,3.0
2019-05-01,連江縣,39.0
2019-06-01,連江縣,0.0
2019-07-01,連江縣,-33.0
2019-08-01,連江縣,11.0
2007-04-01,苗栗縣,31.0
2007-05-01,苗栗縣,78.0
2007-06-01,苗栗縣,-42.0
2007-07-01,苗栗縣,74.0
2007-08-01,苗栗縣,38.0
2007-09-01,苗栗縣,-86.0
2007-10-01,苗栗縣,154.0
2007-11-01,苗栗縣,94.0
2007-12-01,苗栗縣,113.0
2008-01-01,苗栗縣,34.0
2008-02-01,苗栗縣,-38.0
2008-03-01,苗栗縣,-17.0
2008-04-01,苗栗縣,-222.0
2008-05-01,苗栗縣,-59.0
2008-06-01,苗栗縣,-10.0
2008-07-01,苗栗縣,63.0
2008-08-01,苗栗縣,-10.0
2008-09-01,苗栗縣,55.0
2008-10-01,苗栗縣,208.0
2008-11-01,苗栗縣,230.0
2008-12-01,苗栗縣,0.0
2009-01-01,苗栗縣,219.0
2009-02-01,苗栗縣,-68.0
2009-03-01,苗栗縣,96.0
2009-04-01,苗栗縣,2.0
2009-05-01,苗栗縣,-15.0
2009-06-01,苗栗縣,-50.0
2009-07-01,苗栗縣,213.0
2009-08-01,苗栗縣,181.0
2009-09-01,苗栗縣,122.0
2009-10-01,苗栗縣,218.0
2009-11-01,苗栗縣,234.0
2009-12-01,苗栗縣,195.0
2010-01-01,苗栗縣,202.0
2010-02-01,苗栗縣,0.0
2010-03-01,苗栗縣,-324.0
2010-04-01,苗栗縣,-230.0
2010-05-01,苗栗縣,-73.0
2010-06-01,苗栗縣,-1398.0
2010-07-01,苗栗縣,293.0
2010-08-01,苗栗縣,347.0
2010-09-01,苗栗縣,-4.0
2010-10-01,苗栗縣,60.0
2010-11-01,苗栗縣,178.0
2010-12-01,苗栗縣,173.0
2011-01-01,苗栗縣,48.0
2011-02-01,苗栗縣,-126.0
2011-03-01,苗栗縣,-88.0
2011-04-01,苗栗縣,-11.0
2011-05-01,苗栗縣,-25.0
2011-06-01,苗栗縣,47.0
2011-07-01,苗栗縣,127.0
2011-08-01,苗栗縣,286.0
2011-09-01,苗栗縣,69.0
2011-10-01,苗栗縣,228.0
2011-11-01,苗栗縣,310.0
2011-12-01,苗栗縣,177.0
2012-01-01,苗栗縣,154.0
2012-02-01,苗栗縣,26.0
2012-03-01,苗栗縣,69.0
2012-04-01,苗栗縣,113.0
2012-05-01,苗栗縣,135.0
2012-06-01,苗栗縣,177.0
2012-07-01,苗栗縣,78.0
2012-08-01,苗栗縣,126.0
2012-09-01,苗栗縣,125.0
2012-10-01,苗栗縣,287.0
2012-11-01,苗栗縣,360.0
2012-12-01,苗栗縣,316.0
2013-01-01,苗栗縣,247.0
2013-02-01,苗栗縣,120.0
2013-03-01,苗栗縣,43.0
2013-04-01,苗栗縣,-32.0
2013-05-01,苗栗縣,138.0
2013-06-01,苗栗縣,155.0
2013-07-01,苗栗縣,159.0
2013-08-01,苗栗縣,217.0
2013-09-01,苗栗縣,84.0
2013-10-01,苗栗縣,145.0
2013-11-01,苗栗縣,117.0
2013-12-01,苗栗縣,185.0
2014-01-01,苗栗縣,107.0
2014-02-01,苗栗縣,5.0
2014-03-01,苗栗縣,27.0
2014-04-01,苗栗縣,272.0
2014-05-01,苗栗縣,297.0
2014-06-01,苗栗縣,184.0
2014-07-01,苗栗縣,258.0
2014-08-01,苗栗縣,114.0
2014-09-01,苗栗縣,100.0
2014-10-01,苗栗縣,126.0
2014-11-01,苗栗縣,158.0
2014-12-01,苗栗縣,-70.0
2015-01-01,苗栗縣,-40.0
2015-02-01,苗栗縣,-88.0
2015-03-01,苗栗縣,-419.0
2015-04-01,苗栗縣,-386.0
2015-05-01,苗栗縣,-404.0
2015-06-01,苗栗縣,-91.0
2015-07-01,苗栗縣,-404.0
2015-08-01,苗栗縣,-445.0
2015-09-01,苗栗縣,-306.0
2015-10-01,苗栗縣,-244.0
2015-11-01,苗栗縣,-194.0
2015-12-01,苗栗縣,-199.0
2016-01-01,苗栗縣,-423.0
2016-02-01,苗栗縣,-405.0
2016-03-01,苗栗縣,-611.0
2016-04-01,苗栗縣,-340.0
2016-05-01,苗栗縣,-378.0
2016-06-01,苗栗縣,-260.0
2016-07-01,苗栗縣,-357.0
2016-08-01,苗栗縣,-393.0
2016-09-01,苗栗縣,-474.0
2016-10-01,苗栗縣,-385.0
2016-11-01,苗栗縣,-329.0
2016-12-01,苗栗縣,-368.0
2017-01-01,苗栗縣,-410.0
2017-02-01,苗栗縣,-406.0
2017-03-01,苗栗縣,-632.0
2017-04-01,苗栗縣,-516.0
2017-05-01,苗栗縣,-587.0
2017-06-01,苗栗縣,-314.0
2017-07-01,苗栗縣,-352.0
2017-08-01,苗栗縣,-487.0
2017-09-01,苗栗縣,-436.0
2017-10-01,苗栗縣,-397.0
2017-11-01,苗栗縣,-385.0
2017-12-01,苗栗縣,-460.0
2018-01-01,苗栗縣,-562.0
2018-02-01,苗栗縣,-438.0
2018-03-01,苗栗縣,-646.0
2018-04-01,苗栗縣,-370.0
2018-05-01,苗栗縣,-454.0
2018-06-01,苗栗縣,-255.0
2018-07-01,苗栗縣,-257.0
2018-08-01,苗栗縣,-439.0
2018-09-01,苗栗縣,-301.0
2018-10-01,苗栗縣,-287.0
2018-11-01,苗栗縣,-393.0
2018-12-01,苗栗縣,-542.0
2019-01-01,苗栗縣,-460.0
2019-02-01,苗栗縣,-279.0
2019-03-01,苗栗縣,-432.0
2019-04-01,苗栗縣,-305.0
2019-05-01,苗栗縣,-350.0
2019-06-01,苗栗縣,-347.0
2019-07-01,苗栗縣,-229.0
2019-08-01,苗栗縣,-37.0
2007-04-01,花蓮縣,-97.0
2007-05-01,花蓮縣,-117.0
2007-06-01,花蓮縣,-249.0
2007-07-01,花蓮縣,-153.0
2007-08-01,花蓮縣,-247.0
2007-09-01,花蓮縣,-77.0
2007-10-01,花蓮縣,-36.0
2007-11-01,花蓮縣,-113.0
2007-12-01,花蓮縣,-159.0
2008-01-01,花蓮縣,-40.0
2008-02-01,花蓮縣,-120.0
2008-03-01,花蓮縣,-116.0
2008-04-01,花蓮縣,-128.0
2008-05-01,花蓮縣,-198.0
2008-06-01,花蓮縣,-184.0
2008-07-01,花蓮縣,-116.0
2008-08-01,花蓮縣,-397.0
2008-09-01,花蓮縣,-160.0
2008-10-01,花蓮縣,-51.0
2008-11-01,花蓮縣,-83.0
2008-12-01,花蓮縣,-276.0
2009-01-01,花蓮縣,71.0
2009-02-01,花蓮縣,-241.0
2009-03-01,花蓮縣,-41.0
2009-04-01,花蓮縣,-176.0
2009-05-01,花蓮縣,-14.0
2009-06-01,花蓮縣,-129.0
2009-07-01,花蓮縣,44.0
2009-08-01,花蓮縣,54.0
2009-09-01,花蓮縣,-126.0
2009-10-01,花蓮縣,35.0
2009-11-01,花蓮縣,39.0
2009-12-01,花蓮縣,15.0
2010-01-01,花蓮縣,62.0
2010-02-01,花蓮縣,-29.0
2010-03-01,花蓮縣,-203.0
2010-04-01,花蓮縣,-89.0
2010-05-01,花蓮縣,-282.0
2010-06-01,花蓮縣,-752.0
2010-07-01,花蓮縣,-12.0
2010-08-01,花蓮縣,-113.0
2010-09-01,花蓮縣,-251.0
2010-10-01,花蓮縣,-203.0
2010-11-01,花蓮縣,-131.0
2010-12-01,花蓮縣,-156.0
2011-01-01,花蓮縣,-171.0
2011-02-01,花蓮縣,-153.0
2011-03-01,花蓮縣,-205.0
2011-04-01,花蓮縣,-228.0
2011-05-01,花蓮縣,-290.0
2011-06-01,花蓮縣,-201.0
2011-07-01,花蓮縣,-175.0
2011-08-01,花蓮縣,-189.0
2011-09-01,花蓮縣,-215.0
2011-10-01,花蓮縣,-93.0
2011-11-01,花蓮縣,-49.0
2011-12-01,花蓮縣,2.0
2012-01-01,花蓮縣,-105.0
2012-02-01,花蓮縣,-112.0
2012-03-01,花蓮縣,-136.0
2012-04-01,花蓮縣,-167.0
2012-05-01,花蓮縣,-242.0
2012-06-01,花蓮縣,-56.0
2012-07-01,花蓮縣,-226.0
2012-08-01,花蓮縣,-272.0
2012-09-01,花蓮縣,-191.0
2012-10-01,花蓮縣,-43.0
