date,city,diff
201312,彰化縣,-147
201401,彰化縣,-355
201402,彰化縣,-283
201403,彰化縣,-464
201404,彰化縣,-478
201405,彰化縣,-436
201406,彰化縣,-467
201407,彰化縣,-401
201408,彰化縣,-530
201409,彰化縣,-473
201410,彰化縣,-28
201411,彰化縣,128
201412,彰化縣,-752
201501,彰化縣,-162
201502,彰化縣,-259
201503,彰化縣,-558
201504,彰化縣,-703
201505,彰化縣,-286
201506,彰化縣,-232
201507,彰化縣,-344
201508,彰化縣,-401
201509,彰化縣,-234
201510,彰化縣,51
201511,彰化縣,350
201512,彰化縣,376
201601,彰化縣,223
201602,彰化縣,-86
201603,彰化縣,-264
201604,彰化縣,-22
201605,彰化縣,-147
201606,彰化縣,27
201607,彰化縣,167
201608,彰化縣,-625
201609,彰化縣,-680
201610,彰化縣,-215
201611,彰化縣,-285
201612,彰化縣,-19
201701,彰化縣,-304
201702,彰化縣,-496
201703,彰化縣,-461
201704,彰化縣,-435
201705,彰化縣,-665
201706,彰化縣,-362
201707,彰化縣,-378
201708,彰化縣,-619
201709,彰化縣,-435
201710,彰化縣,-57
201711,彰化縣,-265
201712,彰化縣,-211
201801,彰化縣,-518
201802,彰化縣,-636
201803,彰化縣,-776
201804,彰化縣,-490
201805,彰化縣,-578
201806,彰化縣,-184
201807,彰化縣,-331
201808,彰化縣,-377
201809,彰化縣,-257
201810,彰化縣,126
201811,彰化縣,-66
201812,彰化縣,-547
201901,彰化縣,-648
201902,彰化縣,-410
201903,彰化縣,-477
201904,彰化縣,-620
201905,彰化縣,-558
201906,彰化縣,-387
201907,彰化縣,-450
201908,彰化縣,-661
200704,屏東縣,-328
200705,屏東縣,-529
200706,屏東縣,-305
200707,屏東縣,-180
200708,屏東縣,-346
200709,屏東縣,-421
200710,屏東縣,-13
200711,屏東縣,-95
200712,屏東縣,-135
200801,屏東縣,-244
200802,屏東縣,-414
200803,屏東縣,-401
200804,屏東縣,-590
200805,屏東縣,-639
200806,屏東縣,-489
200807,屏東縣,-272
200808,屏東縣,-321
200809,屏東縣,-553
200810,屏東縣,-197
200811,屏東縣,-127
200812,屏東縣,-478
200901,屏東縣,14
200902,屏東縣,-368
200903,屏東縣,-417
200904,屏東縣,-405
200905,屏東縣,-278
200906,屏東縣,-309
200907,屏東縣,-154
200908,屏東縣,-320
200909,屏東縣,-90
200910,屏東縣,64
200911,屏東縣,221
200912,屏東縣,-156
201001,屏東縣,-301
201002,屏東縣,-148
201003,屏東縣,-806
201004,屏東縣,-835
201005,屏東縣,-804
201006,屏東縣,-1684
201007,屏東縣,-953
201008,屏東縣,-928
201009,屏東縣,-802
201010,屏東縣,-683
201011,屏東縣,-615
201012,屏東縣,-572
201101,屏東縣,-616
201102,屏東縣,-631
201103,屏東縣,-800
201104,屏東縣,-895
201105,屏東縣,-950
201106,屏東縣,-790
201107,屏東縣,-689
201108,屏東縣,-1025
201109,屏東縣,-968
201110,屏東縣,-630
201111,屏東縣,-536
201112,屏東縣,-450
201201,屏東縣,-448
201202,屏東縣,-541
201203,屏東縣,-594
201204,屏東縣,-583
201205,屏東縣,-435
201206,屏東縣,-555
201207,屏東縣,-614
201208,屏東縣,-715
201209,屏東縣,-621
201210,屏東縣,-357
201211,屏東縣,-327
201212,屏東縣,-298
201301,屏東縣,-502
201302,屏東縣,-370
201303,屏東縣,-552
201304,屏東縣,-495
201305,屏東縣,-789
201306,屏東縣,-388
201307,屏東縣,-556
201308,屏東縣,-563
201309,屏東縣,-619
201310,屏東縣,-477
201311,屏東縣,-293
201312,屏東縣,-551
201401,屏東縣,-512
201402,屏東縣,-342
201403,屏東縣,-305
201404,屏東縣,-196
201405,屏東縣,-238
201406,屏東縣,-166
201407,屏東縣,-361
201408,屏東縣,-372
201409,屏東縣,-468
201410,屏東縣,-213
201411,屏東縣,-309
201412,屏東縣,-887
201501,屏東縣,-762
201502,屏東縣,-505
201503,屏東縣,-871
201504,屏東縣,-700
201505,屏東縣,-634
201506,屏東縣,-464
201507,屏東縣,-459
201508,屏東縣,-546
201509,屏東縣,-551
201510,屏東縣,-328
201511,屏東縣,-428
201512,屏東縣,-416
201601,屏東縣,-322
201602,屏東縣,-523
201603,屏東縣,-648
201604,屏東縣,-421
201605,屏東縣,-338
201606,屏東縣,-417
201607,屏東縣,-418
201608,屏東縣,-466
201609,屏東縣,-652
201610,屏東縣,-349
201611,屏東縣,-456
201612,屏東縣,-451
201701,屏東縣,-383
201702,屏東縣,-602
201703,屏東縣,-616
201704,屏東縣,-589
201705,屏東縣,-608
201706,屏東縣,-505
201707,屏東縣,-362
201708,屏東縣,-498
201709,屏東縣,-556
201710,屏東縣,-376
201711,屏東縣,-394
201712,屏東縣,-364
201801,屏東縣,-464
201802,屏東縣,-381
201803,屏東縣,-440
201804,屏東縣,-130
201805,屏東縣,-61
201806,屏東縣,-188
201807,屏東縣,-192
201808,屏東縣,-484
201809,屏東縣,-548
201810,屏東縣,-272
201811,屏東縣,-456
201812,屏東縣,-917
201901,屏東縣,-819
201902,屏東縣,-635
201903,屏東縣,-696
201904,屏東縣,-547
201905,屏東縣,-439
201906,屏東縣,-436
201907,屏東縣,-638
201908,屏東縣,-398
200704,宜蘭縣,54
200705,宜蘭縣,-104
200706,宜蘭縣,-28
200707,宜蘭縣,78
200708,宜蘭縣,101
200709,宜蘭縣,-119
200710,宜蘭縣,25
200711,宜蘭縣,140
200712,宜蘭縣,40
200801,宜蘭縣,-79
200802,宜蘭縣,265
200803,宜蘭縣,72
200804,宜蘭縣,336
200805,宜蘭縣,-74
200806,宜蘭縣,164
200807,宜蘭縣,44
200808,宜蘭縣,142
200809,宜蘭縣,-174
200810,宜蘭縣,-84
200811,宜蘭縣,33
200812,宜蘭縣,-141
200901,宜蘭縣,111
200902,宜蘭縣,-271
200903,宜蘭縣,166
200904,宜蘭縣,-9
200905,宜蘭縣,-62
200906,宜蘭縣,624
200907,宜蘭縣,-193
200908,宜蘭縣,-17
200909,宜蘭縣,-48
200910,宜蘭縣,142
200911,宜蘭縣,154
200912,宜蘭縣,126
201001,宜蘭縣,251
201002,宜蘭縣,25
201003,宜蘭縣,-118
201004,宜蘭縣,-191
201005,宜蘭縣,-183
201006,宜蘭縣,-805
201007,宜蘭縣,72
201008,宜蘭縣,43
201009,宜蘭縣,-40
201010,宜蘭縣,-109
201011,宜蘭縣,-12
201012,宜蘭縣,-72
201101,宜蘭縣,-118
201102,宜蘭縣,-148
201103,宜蘭縣,-184
201104,宜蘭縣,-290
201105,宜蘭縣,-241
201106,宜蘭縣,-156
201107,宜蘭縣,9
201108,宜蘭縣,-11
201109,宜蘭縣,-15
201110,宜蘭縣,-36
201111,宜蘭縣,-69
201112,宜蘭縣,-166
201201,宜蘭縣,-43
201202,宜蘭縣,-226
201203,宜蘭縣,-181
201204,宜蘭縣,-132
201205,宜蘭縣,32
201206,宜蘭縣,105
201207,宜蘭縣,-102
201208,宜蘭縣,36
201209,宜蘭縣,-118
201210,宜蘭縣,6
201211,宜蘭縣,110
201212,宜蘭縣,47
201301,宜蘭縣,4
201302,宜蘭縣,0
201303,宜蘭縣,0
201304,宜蘭縣,-47
201305,宜蘭縣,30
201306,宜蘭縣,20
201307,宜蘭縣,34
201308,宜蘭縣,12
201309,宜蘭縣,-68
201310,宜蘭縣,-22
201311,宜蘭縣,-44
201312,宜蘭縣,-58
201401,宜蘭縣,-78
201402,宜蘭縣,-66
201403,宜蘭縣,115
201404,宜蘭縣,123
201405,宜蘭縣,18
201406,宜蘭縣,203
201407,宜蘭縣,15
201408,宜蘭縣,91
201409,宜蘭縣,-93
201410,宜蘭縣,15
201411,宜蘭縣,81
201412,宜蘭縣,-103
201501,宜蘭縣,-86
201502,宜蘭縣,-201
201503,宜蘭縣,-120
201504,宜蘭縣,-97
201505,宜蘭縣,-23
201506,宜蘭縣,63
201507,宜蘭縣,-14
201508,宜蘭縣,76
201509,宜蘭縣,-114
201510,宜蘭縣,-183
201511,宜蘭縣,-8
201512,宜蘭縣,47
201601,宜蘭縣,-80
201602,宜蘭縣,-42
201603,宜蘭縣,-141
201604,宜蘭縣,-39
201605,宜蘭縣,-4
201606,宜蘭縣,-3
201607,宜蘭縣,-62
201608,宜蘭縣,42
201609,宜蘭縣,-117
201610,宜蘭縣,-72
201611,宜蘭縣,-12
201612,宜蘭縣,-49
201701,宜蘭縣,-189
201702,宜蘭縣,-26
201703,宜蘭縣,-118
201704,宜蘭縣,-112
201705,宜蘭縣,40
201706,宜蘭縣,-27
201707,宜蘭縣,-121
201708,宜蘭縣,-81
201709,宜蘭縣,-53
201710,宜蘭縣,-95
201711,宜蘭縣,-68
201712,宜蘭縣,-81
201801,宜蘭縣,-245
201802,宜蘭縣,-103
201803,宜蘭縣,-191
201804,宜蘭縣,-2
201805,宜蘭縣,-19
201806,宜蘭縣,-41
201807,宜蘭縣,-82
201808,宜蘭縣,-166
201809,宜蘭縣,-166
201810,宜蘭縣,-84
201811,宜蘭縣,-132
201812,宜蘭縣,-155
201901,宜蘭縣,-186
201902,宜蘭縣,-113
201903,宜蘭縣,-152
201904,宜蘭縣,-38
201905,宜蘭縣,-7
201906,宜蘭縣,-19
201907,宜蘭縣,-70
201908,宜蘭縣,-57
200704,基隆市,43
200705,基隆市,-75
200706,基隆市,-81
200707,基隆市,-70
200708,基隆市,-44
200709,基隆市,3
200710,基隆市,122
200711,基隆市,29
200712,基隆市,58
200801,基隆市,-181
200802,基隆市,-132
200803,基隆市,-169
200804,基隆市,-185
200805,基隆市,-130
200806,基隆市,-157
200807,基隆市,-230
200808,基隆市,-79
200809,基隆市,-47
200810,基隆市,-111
200811,基隆市,59
200812,基隆市,-56
200901,基隆市,88
200902,基隆市,-280
200903,基隆市,-23
200904,基隆市,-67
200905,基隆市,-4
200906,基隆市,10
200907,基隆市,-19
200908,基隆市,-60
200909,基隆市,-148
200910,基隆市,66
200911,基隆市,-46
200912,基隆市,-175
201001,基隆市,-185
201002,基隆市,-119
201003,基隆市,-393
201004,基隆市,-417
201005,基隆市,-450
201006,基隆市,-888
201007,基隆市,-337
201008,基隆市,-144
201009,基隆市,-434
201010,基隆市,-364
201011,基隆市,-294
201012,基隆市,-162
201101,基隆市,-454
201102,基隆市,-328
201103,基隆市,-487
201104,基隆市,-314
201105,基隆市,-415
201106,基隆市,-366
201107,基隆市,-449
201108,基隆市,-265
201109,基隆市,-409
201110,基隆市,-146
201111,基隆市,-220
201112,基隆市,-354
201201,基隆市,-185
201202,基隆市,-326
201203,基隆市,-395
201204,基隆市,-135
201205,基隆市,-364
201206,基隆市,-221
201207,基隆市,-269
201208,基隆市,-288
201209,基隆市,-207
201210,基隆市,-228
201211,基隆市,-50
201212,基隆市,-106
201301,基隆市,-132
201302,基隆市,-165
201303,基隆市,-197
201304,基隆市,-95
201305,基隆市,-192
201306,基隆市,-290
201307,基隆市,-248
201308,基隆市,-79
201309,基隆市,-342
201310,基隆市,-209
201311,基隆市,-141
201312,基隆市,-149
201401,基隆市,-115
201402,基隆市,-141
201403,基隆市,-230
201404,基隆市,-159
201405,基隆市,-271
201406,基隆市,-212
201407,基隆市,-84
201408,基隆市,19
201409,基隆市,-124
201410,基隆市,-134
201411,基隆市,-123
201412,基隆市,-263
201501,基隆市,-66
201502,基隆市,-55
201503,基隆市,13
201504,基隆市,16
201505,基隆市,-194
201506,基隆市,-4
201507,基隆市,-167
201508,基隆市,-16
201509,基隆市,-93
201510,基隆市,-156
201511,基隆市,-129
201512,基隆市,-121
201601,基隆市,-86
201602,基隆市,-105
201603,基隆市,-32
201604,基隆市,155
201605,基隆市,-159
201606,基隆市,-41
201607,基隆市,64
201608,基隆市,85
201609,基隆市,33
201610,基隆市,29
201611,基隆市,14
201612,基隆市,38
201701,基隆市,-56
201702,基隆市,5
201703,基隆市,-76
201704,基隆市,113
201705,基隆市,-105
201706,基隆市,-105
201707,基隆市,-23
201708,基隆市,-34
201709,基隆市,-61
201710,基隆市,-89
201711,基隆市,-109
201712,基隆市,-102
201801,基隆市,-141
201802,基隆市,-113
201803,基隆市,-85
201804,基隆市,-20
201805,基隆市,-155
201806,基隆市,-149
201807,基隆市,-183
201808,基隆市,-151
201809,基隆市,-93
201810,基隆市,-99
201811,基隆市,-63
201812,基隆市,-51
201901,基隆市,-168
201902,基隆市,-71
201903,基隆市,-68
201904,基隆市,-28
201905,基隆市,-207
201906,基隆市,-138
201907,基隆市,-115
201908,基隆市,-55
200704,嘉義縣,-373
200705,嘉義縣,-173
200706,嘉義縣,-280
200707,嘉義縣,-113
200708,嘉義縣,-146
200709,嘉義縣,-236
200710,嘉義縣,-89
200711,嘉義縣,-46
200712,嘉義縣,-18
200801,嘉義縣,-191
200802,嘉義縣,-395
200803,嘉義縣,-415
200804,嘉義縣,-516
200805,嘉義縣,-374
200806,嘉義縣,-189
200807,嘉義縣,-263
200808,嘉義縣,-248
200809,嘉義縣,-102
200810,嘉義縣,-49
200811,嘉義縣,9
200812,嘉義縣,119
200901,嘉義縣,70
200902,嘉義縣,-449
200903,嘉義縣,-313
200904,嘉義縣,-337
200905,嘉義縣,-108
200906,嘉義縣,-44
200907,嘉義縣,92
200908,嘉義縣,-117
200909,嘉義縣,-340
200910,嘉義縣,82
200911,嘉義縣,190
200912,嘉義縣,259
201001,嘉義縣,-7
201002,嘉義縣,-81
201003,嘉義縣,-727
201004,嘉義縣,-515
201005,嘉義縣,-508
201006,嘉義縣,-1096
201007,嘉義縣,-408
201008,嘉義縣,-138
201009,嘉義縣,-383
201010,嘉義縣,-115
201011,嘉義縣,-186
201012,嘉義縣,-304
201101,嘉義縣,-416
201102,嘉義縣,-544
201103,嘉義縣,-651
201104,嘉義縣,-489
201105,嘉義縣,-484
201106,嘉義縣,-605
201107,嘉義縣,-392
201108,嘉義縣,-505
201109,嘉義縣,-383
201110,嘉義縣,-343
201111,嘉義縣,-227
201112,嘉義縣,-267
201201,嘉義縣,-314
201202,嘉義縣,-556
201203,嘉義縣,-699
201204,嘉義縣,-528
201205,嘉義縣,-492
201206,嘉義縣,-308
201207,嘉義縣,-359
201208,嘉義縣,-299
201209,嘉義縣,-209
201210,嘉義縣,-193
201211,嘉義縣,-52
201212,嘉義縣,-210
201301,嘉義縣,-319
201302,嘉義縣,-298
201303,嘉義縣,-565
201304,嘉義縣,-592
201305,嘉義縣,-457
201306,嘉義縣,-466
201307,嘉義縣,-308
201308,嘉義縣,-353
201309,嘉義縣,-361
201310,嘉義縣,-254
201311,嘉義縣,-182
201312,嘉義縣,-339
201401,嘉義縣,-404
201402,嘉義縣,-677
201403,嘉義縣,-427
201404,嘉義縣,-251
201405,嘉義縣,-274
201406,嘉義縣,-260
201407,嘉義縣,-201
201408,嘉義縣,-266
201409,嘉義縣,-441
201410,嘉義縣,-253
201411,嘉義縣,-196
201412,嘉義縣,-796
201501,嘉義縣,-507
201502,嘉義縣,-441
201503,嘉義縣,-673
201504,嘉義縣,-575
201505,嘉義縣,-522
201506,嘉義縣,-474
201507,嘉義縣,-405
201508,嘉義縣,-276
201509,嘉義縣,-240
201510,嘉義縣,-246
201511,嘉義縣,-305
201512,嘉義縣,-280
201601,嘉義縣,-357
201602,嘉義縣,-437
201603,嘉義縣,-538
201604,嘉義縣,-481
201605,嘉義縣,-328
201606,嘉義縣,-359
201607,嘉義縣,-115
201608,嘉義縣,-309
201609,嘉義縣,-384
201610,嘉義縣,-313
201611,嘉義縣,-383
201612,嘉義縣,-515
201701,嘉義縣,-308
201702,嘉義縣,-295
201703,嘉義縣,-583
201704,嘉義縣,-362
201705,嘉義縣,-379
201706,嘉義縣,-311
201707,嘉義縣,-290
201708,嘉義縣,-244
201709,嘉義縣,-484
201710,嘉義縣,-267
201711,嘉義縣,-277
201712,嘉義縣,-338
201801,嘉義縣,-376
201802,嘉義縣,-308
201803,嘉義縣,-480
201804,嘉義縣,-341
201805,嘉義縣,-317
201806,嘉義縣,-199
201807,嘉義縣,-432
201808,嘉義縣,-357
201809,嘉義縣,-334
201810,嘉義縣,-258
201811,嘉義縣,-318
201812,嘉義縣,-394
201901,嘉義縣,-509
201902,嘉義縣,-353
201903,嘉義縣,-421
201904,嘉義縣,-377
201905,嘉義縣,-373
201906,嘉義縣,-285
201907,嘉義縣,-297
201908,嘉義縣,-347
200704,嘉義市,213
200705,嘉義市,37
200706,嘉義市,247
200707,嘉義市,93
200708,嘉義市,-14
200709,嘉義市,7
200710,嘉義市,47
200711,嘉義市,48
200712,嘉義市,176
200801,嘉義市,62
200802,嘉義市,148
200803,嘉義市,137
200804,嘉義市,64
200805,嘉義市,189
200806,嘉義市,114
200807,嘉義市,178
200808,嘉義市,107
200809,嘉義市,-42
200810,嘉義市,54
200811,嘉義市,-22
200812,嘉義市,-271
200901,嘉義市,20
200902,嘉義市,53
200903,嘉義市,202
200904,嘉義市,144
200905,嘉義市,-124
200906,嘉義市,83
200907,嘉義市,-44
200908,嘉義市,-76
200909,嘉義市,-175
200910,嘉義市,-15
200911,嘉義市,69
200912,嘉義市,-69
201001,嘉義市,-83
201002,嘉義市,-87
201003,嘉義市,26
201004,嘉義市,-78
201005,嘉義市,-195
201006,嘉義市,-562
201007,嘉義市,-49
201008,嘉義市,-51
201009,嘉義市,-71
201010,嘉義市,-188
201011,嘉義市,-101
201012,嘉義市,-32
201101,嘉義市,-70
201102,嘉義市,-86
201103,嘉義市,-53
201104,嘉義市,37
201105,嘉義市,-42
201106,嘉義市,-48
201107,嘉義市,-134
201108,嘉義市,-34
201109,嘉義市,-202
201110,嘉義市,-114
201111,嘉義市,-50
201112,嘉義市,-68
201201,嘉義市,-2
201202,嘉義市,25
201203,嘉義市,-85
201204,嘉義市,131
201205,嘉義市,100
201206,嘉義市,-6
201207,嘉義市,-101
201208,嘉義市,-189
201209,嘉義市,-60
201210,嘉義市,-51
201211,嘉義市,-5
201212,嘉義市,-63
201301,嘉義市,36
201302,嘉義市,-61
201303,嘉義市,45
201304,嘉義市,98
201305,嘉義市,-26
201306,嘉義市,-21
201307,嘉義市,-68
201308,嘉義市,37
201309,嘉義市,-154
201310,嘉義市,-137
201311,嘉義市,-35
201312,嘉義市,-62
201401,嘉義市,69
201402,嘉義市,131
201403,嘉義市,31
201404,嘉義市,-40
201405,嘉義市,-80
201406,嘉義市,-142
201407,嘉義市,-23
201408,嘉義市,67
201409,嘉義市,-59
201410,嘉義市,-47
201411,嘉義市,79
201412,嘉義市,25
201501,嘉義市,42
201502,嘉義市,-50
201503,嘉義市,-8
201504,嘉義市,142
201505,嘉義市,-51
201506,嘉義市,-62
201507,嘉義市,-164
201508,嘉義市,-76
201509,嘉義市,-183
201510,嘉義市,-77
201511,嘉義市,19
201512,嘉義市,-49
201601,嘉義市,-93
201602,嘉義市,24
201603,嘉義市,-33
201604,嘉義市,199
201605,嘉義市,-168
201606,嘉義市,-41
201607,嘉義市,-129
201608,嘉義市,-133
201609,嘉義市,-102
201610,嘉義市,-86
201611,嘉義市,11
201612,嘉義市,59
201701,嘉義市,5
201702,嘉義市,-51
201703,嘉義市,110
201704,嘉義市,11
201705,嘉義市,-156
201706,嘉義市,-76
201707,嘉義市,-109
201708,嘉義市,-181
201709,嘉義市,-89
201710,嘉義市,26
201711,嘉義市,-26
201712,嘉義市,60
201801,嘉義市,-53
201802,嘉義市,-18
201803,嘉義市,-20
201804,嘉義市,-68
201805,嘉義市,-148
201806,嘉義市,-140
201807,嘉義市,22
201808,嘉義市,-164
201809,嘉義市,-110
201810,嘉義市,42
201811,嘉義市,-44
201812,嘉義市,-75
201901,嘉義市,-43
201902,嘉義市,-36
201903,嘉義市,-41
201904,嘉義市,-28
201905,嘉義市,40
201906,嘉義市,-79
201907,嘉義市,-204
201908,嘉義市,-163
200704,南投縣,-194
200705,南投縣,-344
200706,南投縣,-283
200707,南投縣,-4
200708,南投縣,-117
200709,南投縣,-288
200710,南投縣,237
200711,南投縣,-22
200712,南投縣,8
200801,南投縣,-110
200802,南投縣,-106
200803,南投縣,-181
200804,南投縣,-150
200805,南投縣,-287
200806,南投縣,-121
200807,南投縣,-147
200808,南投縣,-193
200809,南投縣,-348
200810,南投縣,-40
200811,南投縣,25
200812,南投縣,-306
200901,南投縣,57
200902,南投縣,-77
200903,南投縣,-103
200904,南投縣,-116
200905,南投縣,-270
200906,南投縣,63
200907,南投縣,-130
200908,南投縣,-236
200909,南投縣,-186
200910,南投縣,14
200911,南投縣,122
200912,南投縣,-67
201001,南投縣,51
201002,南投縣,-170
201003,南投縣,-507
201004,南投縣,-431
201005,南投縣,-446
201006,南投縣,-1038
201007,南投縣,-343
201008,南投縣,-166
201009,南投縣,-475
201010,南投縣,-388
201011,南投縣,-179
201012,南投縣,-241
201101,南投縣,-312
201102,南投縣,-239
201103,南投縣,-387
201104,南投縣,-267
201105,南投縣,-441
201106,南投縣,-419
201107,南投縣,-300
201108,南投縣,-321
201109,南投縣,-314
201110,南投縣,-315
201111,南投縣,-213
201112,南投縣,-156
201201,南投縣,-245
201202,南投縣,-361
201203,南投縣,-299
201204,南投縣,-98
201205,南投縣,-352
201206,南投縣,-234
201207,南投縣,-226
201208,南投縣,-352
201209,南投縣,-266
201210,南投縣,-85
201211,南投縣,-11
201212,南投縣,-82
201301,南投縣,-153
201302,南投縣,-122
201303,南投縣,-188
201304,南投縣,-307
201305,南投縣,-371
201306,南投縣,-317
201307,南投縣,-207
201308,南投縣,-219
201309,南投縣,-328
201310,南投縣,-283
201311,南投縣,-241
201312,南投縣,-238
201401,南投縣,-185
201402,南投縣,-306
201403,南投縣,-416
201404,南投縣,-108
201405,南投縣,-211
201406,南投縣,-212
201407,南投縣,-220
201408,南投縣,-219
201409,南投縣,-264
201410,南投縣,-187
201411,南投縣,-58
201412,南投縣,-521
201501,南投縣,-345
201502,南投縣,-274
201503,南投縣,-604
201504,南投縣,-632
201505,南投縣,-520
201506,南投縣,-422
201507,南投縣,-458
201508,南投縣,-428
201509,南投縣,-538
201510,南投縣,-183
201511,南投縣,-173
201512,南投縣,-248
201601,南投縣,-328
201602,南投縣,-576
201603,南投縣,-440
201604,南投縣,-294
201605,南投縣,-431
201606,南投縣,-211
201607,南投縣,-244
201608,南投縣,-436
201609,南投縣,-478
201610,南投縣,-392
201611,南投縣,-289
201612,南投縣,-208
201701,南投縣,-325
201702,南投縣,-277
201703,南投縣,-463
201704,南投縣,-236
201705,南投縣,-287
201706,南投縣,-314
201707,南投縣,-329
201708,南投縣,-450
201709,南投縣,-387
201710,南投縣,-338
201711,南投縣,-283
201712,南投縣,-423
201801,南投縣,-365
201802,南投縣,-237
201803,南投縣,-346
201804,南投縣,-224
201805,南投縣,-348
201806,南投縣,-337
201807,南投縣,-343
201808,南投縣,-426
201809,南投縣,-308
201810,南投縣,-241
201811,南投縣,-390
201812,南投縣,-455
201901,南投縣,-425
201902,南投縣,-171
201903,南投縣,-268
201904,南投縣,-276
201905,南投縣,-345
201906,南投縣,-263
201907,南投縣,-199
201908,南投縣,-22
